product;Montant de la dépense;shop_maj;Libellé coicop;Code coicop;code_mag;Nomen_mag
REG. TART. CRAQ. RIZ SA;2.15;INTERMARCHE;Autres produits de boulangerie;01.1.1.3.9.4;112;Supermarchés, magasins multi-commerces
REG. TART. CRAQ. RIZ SA;2.15;INTERMARCHE;Autres produits de boulangerie;01.1.1.3.9.4;112;Supermarchés, magasins multi-commerces
REGAIN PT BEURRE SS;1.97;INTERMARCHE;Biscuits et gâteaux;01.1.1.3.9.3;112;Supermarchés, magasins multi-commerces
COTTERLEY REG/MENTHE;0.9;INTERMARCHE;Autres confiseries et desserts sucrés n.c.a. (ND);01.1.8.9;112;Supermarchés, magasins multi-commerces
PUR. GOUR. REVELATION;3.1;INTERMARCHE;Produits pour animaux domestiques et autres animaux de compagnie (ND);09.3.2.2;112;Supermarchés, magasins multi-commerces
GOURM DOMES REVEL TH;3.1;INTERMARCHE;Produits alimentaires;01.1;112;Supermarchés, magasins multi-commerces
B. OR PISTACHES 250G;3.37;INTERMARCHE;Pistaches, en coque ou décortiquées;01.1.6.8.5;112;Supermarchés, magasins multi-commerces
MAXI GALETTES PUR BE;3.31;INTERMARCHE;Biscuits et gâteaux;01.1.1.3.9.3;112;Supermarchés, magasins multi-commerces
LC PARTS DE FLAN X 2;3.4;INTERMARCHE;Desserts et boissons à base de lait;01.1.4.7.0;112;Supermarchés, magasins multi-commerces
REGAIN MAD.COQ.S/GLU;2.25;INTERMARCHE;Biscuits et gâteaux;01.1.1.3.9.3;112;Supermarchés, magasins multi-commerces
REDUCTION 2EME A -60 % GOURMET;-1.86;INTERMARCHE;Réduction;98.5;112;Supermarchés, magasins multi-commerces
CROUSTI EXPRESS CLASSI. 2 X 100G;1.84;SUPER U;Autres préparations de fruits et de noix;01.1.6.9.9;112;Supermarchés, magasins multi-commerces
RAPE DE JAMBON CUIT U 150G 2 X 2.03€;4.06;SUPER U;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
POPPES LENT. POIS. QUINOA U 70G 3 X 1.48€;4.44;SUPER U;Autres produits céréaliers et de minoterie;01.1.1.9.0;112;Supermarchés, magasins multi-commerces
TEE-SHIRT ENFANT GARCON MC WIT/WHITE 164;3.99;ZEEMAN;Vêtements pour hommes ou garçons (SD);03.1.2.1;223;Grande surface spécialisée dans l’équipement de la personne
CARTE BANCAIRE;120.8;OPHTALMOLOGIE;SERVICES DE SOINS AMBULATOIRES;06.2;611;Services de santé
CARTE BANCAIRE;6.6;DUPONT R;Carte bancaire;98.3;99;Commerce sans précision
STAND CHARCUTERIE;7.63;AUCHAN;Viande, séchée, salée, en saumure ou fumée (ND);01.1.2.3;111;Hypermarchés
BAVETTE X 1 A GRILLER;3.77;AUCHAN;Viande de bovins fraîche réfrigérée ou congelée;01.1.2.2.1;111;Hypermarchés
NAT. ELEV FILETS PO;5.25;AUCHAN;Viande de volaille fraîche, réfrigérée ou congelée;01.1.2.2.4;111;Hypermarchés
SAUCISSE LOCALE 3;9.29;AUCHAN;Saucisses et produits similaires de viande, abats ou sang;01.1.2.5.1;111;Hypermarchés
CREVETTE 50/70 PAR;3.8;AUCHAN;Crevettes et langoustines, vivantes, fraîches, réfrigérées ou congelées;01.1.3.4.1;111;Hypermarchés
BULOTS CUITS;7;AUCHAN;Autres mollusques, vivants, frais, réfrigérés ou congelés;01.1.3.4.5;111;Hypermarchés
CHIMAY BIERE DOREE;1.87;AUCHAN;Bière (ND);02.1.3.0;111;Hypermarchés
KIKKOMAN SAUCE SOJ;11.07;AUCHAN;Autres sauces et condiments;01.1.9.3.9;111;Hypermarchés
MOUSLINE NATURE 4;2.53;AUCHAN;Pommes de terre transformées, hors chips;01.1.7.9.4.1;111;Hypermarchés
HARICOT MUNGO 400G;1.5;AUCHAN;Haricots, frais ou réfrigérés;01.1.7.3.1;111;Hypermarchés
FRAISE 500G REGION 2 X 2.99;5.98;AUCHAN;Fraises, fraîches;01.1.6.4.5;111;Hypermarchés
POP CORN SUCRE;1.5;AUCHAN;Autres produits céréaliers et de minoterie;01.1.1.9.0;111;Hypermarchés
MAGGI FOND DE VOLA;2.74;AUCHAN;Autres produits alimentaires nca;01.1.9.9.0;111;Hypermarchés
GOMBO;2.3;AUCHAN;Okras, à l'état frais ou réfrigéré;01.1.7.2.6;111;Hypermarchés
POP CORN SUCRE;1.5;AUCHAN;Autres produits céréaliers et de minoterie;01.1.1.9.0;111;Hypermarchés
CRC. BAG SAV SESAME;1.25;AUCHAN;Produits alimentaires;01.1;111;Hypermarchés
CARTE BANCAIRE;7.6;PAIN ET TRADITION;Pain et produits de boulangerie (ND);01.1.1.3;121;Boulangerie, pâtisserie, viennoiserie, confiseur, chocolatier
CHOC. LT AM./P. SEL C. D'OR 180G;3.16;SUPER U;Chocolat, y compris le chocolat blanc;01.1.8.5.1;112;Supermarchés, magasins multi-commerces
SARDINES H. OLV. BIO CONNET. 135G;3.04;SUPER U;Autres poissons pélagiques, préparés ou conservés;01.1.3.3.2;112;Supermarchés, magasins multi-commerces
BISCOTTES FROMEN. U 108 TR. 900G;2.77;SUPER U;Autres produits de boulangerie;01.1.1.3.9.4;112;Supermarchés, magasins multi-commerces
SARDINE SS HLE AU CIT. BIO 135G;2.71;SUPER U;Autres poissons pélagiques, préparés ou conservés;01.1.3.3.2;112;Supermarchés, magasins multi-commerces
CAFE EXTRA FILTRE DK. U X 25ST;2.43;SUPER U;Café;01.2.2.0.1;112;Supermarchés, magasins multi-commerces
FLT SARD. HLE OLIV. BIO DIEUX 1/6;2.33;SUPER U;Autres poissons pélagiques, préparés ou conservés;01.1.3.3.2;112;Supermarchés, magasins multi-commerces
EXC. NR. SEL ROSE 70 % LINDT 100G 2 X 2.24€;4.48;SUPER U;Chocolat, y compris le chocolat blanc;01.1.8.5.1;112;Supermarchés, magasins multi-commerces
FIL. SARDINE THYM/CIT. DIEUX 1/7;2.08;SUPER U;Autres poissons pélagiques, préparés ou conservés;01.1.3.3.2;112;Supermarchés, magasins multi-commerces
BOUDOIRS BROSSARD X 30;1.88;SUPER U;Biscuits et gâteaux;01.1.1.3.9.3;112;Supermarchés, magasins multi-commerces
P'TIT GOUR. CREME DESS. CHOCO. X 4;1.83;SUPER U;Desserts et boissons à base de lait;01.1.4.7.0;112;Supermarchés, magasins multi-commerces
FOIE DE MORUE FUME U BTE 1/6 2 X 1.58€;3.16;SUPER U;Foies, œufs et abats de poissons et autres fruits de mer sous toutes leurs formes;01.1.3.7.0;112;Supermarchés, magasins multi-commerces
LULU L'OURSON CHOCOLAT LU 150G;1.27;SUPER U;Biscuits et gâteaux;01.1.1.3.9.3;112;Supermarchés, magasins multi-commerces
CHEVRE CENDRE 220G;4.7;SUPER U;Fromage;01.1.4.5.0;112;Supermarchés, magasins multi-commerces
BREBIS PIMENT ESPEL. 38.2 % MG LP;4.25;SUPER U;Fromage;01.1.4.5.0;112;Supermarchés, magasins multi-commerces
CHEVRE FRAIS 300G;3.8;SUPER U;Fromage;01.1.4.5.0;112;Supermarchés, magasins multi-commerces
COMTE AOP FINESSE AFFINE 6 MOIS;2.83;SUPER U;Fromage;01.1.4.5.0;112;Supermarchés, magasins multi-commerces
NOIX VEAU A ESCALOPE;7.04;SUPER U;Viande de bovins fraîche réfrigérée ou congelée;01.1.2.2.1;112;Supermarchés, magasins multi-commerces
FOIE VEAU X 1;6.99;SUPER U;Abats, sang et autres parties d'animaux abattus, frais, réfrigérés ou congelés, séchés, salés, en saumure ou fumés;01.1.2.4.0;112;Supermarchés, magasins multi-commerces
JAMBON CUIT SUPERIEUR DD BBC;7.52;SUPER U;Viande de porc, coupes, salées, séchées ou fumées (lard et jambon);01.1.2.3.2;112;Supermarchés, magasins multi-commerces
CUISSE POULET ROTI;2.03;SUPER U;Viande de volaille, fraîche, réfrigérée ou congelée;01.1.2.2.4;112;Supermarchés, magasins multi-commerces
OEUFS CAL. MIXTE U BIO BTE X 10;3.59;SUPER U;Œufs de poule et autres volailles à coque, frais;01.1.4.8.1;112;Supermarchés, magasins multi-commerces
CHEVRE SOIGNON 22 % BTE 180G;3.09;SUPER U;Fromage;01.1.4.5.0;112;Supermarchés, magasins multi-commerces
BEURRE BIOLOG. DX 82 % UBIO 250G 2 X 2.85€;5.7;SUPER U;Beurre;01.1.5.2.1;112;Supermarchés, magasins multi-commerces
VELOUTE NATURE DANONE 8 X 125G;2.61;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
EMMENT. RAPE LT TH. 29 % ENTREM. X 3;2.55;SUPER U;Fromage;01.1.4.5.0;112;Supermarchés, magasins multi-commerces
BRASSE VEG. CITRON AGV 4 X 100G;2.5;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
BRASSE VEG. PECHE AGV 4 X 100G;2.5;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
YRT SAV. CITR. LAITIERE PU 4 X 125G;2.03;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
SOJASUN MANGUE 4 X 100G;1.94;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
DANONINO FRSE/FRAM/ABRI. 6 X 50G;1.83;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
SOJASUN FIGUES 4 X 100G;1.82;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
SOJASUN CITRON 4 X 100G;1.73;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
YRT MANGUE VANILLE U BIO 4 X 125G;1.73;SUPER U;Yaourt et produits similaires;01.1.4.6.0;112;Supermarchés, magasins multi-commerces
RIZ LAIT VAN. LA LAITIERE 4 X 115G;1.66;SUPER U;Desserts et boissons à base de lait;01.1.4.7.0;112;Supermarchés, magasins multi-commerces
LAIT UHT 1/2 ECR. U BIO BLE 1L;1.17;SUPER U;Lait écrémé;01.1.4.2.0;112;Supermarchés, magasins multi-commerces
CR. FRAICHE EPAIS. YOPL. 190G;1.16;SUPER U;Crème;01.1.4.3.3;112;Supermarchés, magasins multi-commerces
ENDIVE SACHET 1KG;5.4;SUPER U;Laitue et chicorée, fraîches ou réfrigérées;01.1.7.1.4;112;Supermarchés, magasins multi-commerces
AVOCAT MUR A POINT 2 FRUITS;5.4;SUPER U;Avocats, frais;01.1.6.1.1;112;Supermarchés, magasins multi-commerces
NECTARINE JAUNE 0.540KG X 4.75€/KG;2.57;SUPER U;Pêches et nectarines, fraîches;01.1.6.3.5;112;Supermarchés, magasins multi-commerces
FRAISE BARQUETTE 250G 2 X 4.40€;8.8;SUPER U;Fraises, fraîches;01.1.6.4.5;112;Supermarchés, magasins multi-commerces
POMME CHANTECLER BELCHARD 1.116KG X 3.70€/KG;4.13;SUPER U;Pommes, fraîches;01.1.6.3.1;112;Supermarchés, magasins multi-commerces
BANANE BOUQUET 6 FRUITS SACHET;2.95;SUPER U;Bananes, fraîches;01.1.6.1.2;112;Supermarchés, magasins multi-commerces
POMME DE TERRE PRIMEUR BRETAGN;2.59;SUPER U;Pommes de terre;01.1.7.5.1;112;Supermarchés, magasins multi-commerces
FRAMBOISE DIAMOND JUB. BQ 125G;2.5;SUPER U;Framboises, fraîches;01.1.6.4.3;112;Supermarchés, magasins multi-commerces
TOMATE RONDE EN GRAPPE 1.004KG X 2.35€/KG;2.36;SUPER U;Tomates, fraîches ou réfrigérées;01.1.7.2.4;112;Supermarchés, magasins multi-commerces
BANANE CAVENDISH BIO 5 FRUITS;2.29;SUPER U;Bananes, fraîches;01.1.6.1.2;112;Supermarchés, magasins multi-commerces
CAROTTE PRIMEUR 0.694KG X 1.25€/KG;0.87;SUPER U;Carottes et navets, frais ou réfrigérés;01.1.7.4.1;112;Supermarchés, magasins multi-commerces
KIWI HAYWARD 2 X 1.00€;2;SUPER U;Kiwi, frais;01.1.6.5.2;112;Supermarchés, magasins multi-commerces
BAGUETTE FARINE LABEL ROUGE X 1;1.1;SUPER U;Pain;01.1.1.3.1;112;Supermarchés, magasins multi-commerces
NAVETT. PEP. CHOCO LT F. DOREE X 8;2.85;SUPER U;Viennoiserie;01.1.1.3.9.2;112;Supermarchés, magasins multi-commerces
MOELLEUX AUTHENTIQUE 200G;1.81;SUPER U;Biscuits et gâteaux;01.1.1.3.9.3;112;Supermarchés, magasins multi-commerces
PAIN AU LAIT PASQUIER X 10 350G;1.47;SUPER U;Viennoiserie;01.1.1.3.9.2;112;Supermarchés, magasins multi-commerces
BIERE BLONDE LEFFE 6, 6° 12 X 25CL;10.3;SUPER U;Bière (ND);02.1.3.0;112;Supermarchés, magasins multi-commerces
FOND D'EVIER U MAI. 32 X 27CM ASS 2 X 5.59€;11.18;SUPER U;Autres biens ménagers non durables (ND);05.6.1.9;112;Supermarchés, magasins multi-commerces
MOUSSE EXPANS. ENERGI;12.9;BRICOMARCHE;Articles de quincaillerie, fourniture pour bricolage autres qu’en bois;04.3.1.1.2;222;Grande surface spécialisée dans l’équipement de la maison
RECHARGE GAZ 13KG;41.2;BRICOMARCHE;Équipement pour le camping et les loisirs de plein air (SD);09.2.2.2;222;Grande surface spécialisée dans l’équipement de la maison
JUS ORANGE 25CL VITAMONT;2.2;BIOCOOP;Jus de fruits et de légumes;01.2.1.0.0;112;Supermarchés, magasins multi-commerces
HOUMOUS LENT CORAIL/CAROT 1;3.9;BIOCOOP;Salades composées et plats préparés à base de légumes;01.1.9.1.3;112;Supermarchés, magasins multi-commerces
HOUMOUS P. CHICH/CAJOU 150G;3.99;BIOCOOP;Salades composées et plats préparés à base de légumes;01.1.9.1.3;112;Supermarchés, magasins multi-commerces
HOUMOUS LENTILLE GINGEMBRE;3.99;BIOCOOP;Salades composées et plats préparés à base de légumes;01.1.9.1.3;112;Supermarchés, magasins multi-commerces
HOUMOUS LENTILLE GINGEMBRE;3.99;BIOCOOP;Salades composées et plats préparés à base de légumes;01.1.9.1.3;112;Supermarchés, magasins multi-commerces
HOUMOUS LENT CORAIL/CORANDR 1.000 X 3.05€;3.05;BIOCOOP;Salades composées et plats préparés à base de légumes;01.1.9.1.3;112;Supermarchés, magasins multi-commerces
HOUMOUS P. CHICH/CAJOU 150G;3.99;BIOCOOP;Salades composées et plats préparés à base de légumes;01.1.9.1.3;112;Supermarchés, magasins multi-commerces
TOMATE ALLONGEE COEUR;5.13;E. LECLERC;Tomates, fraîches ou réfrigérées;01.1.7.2.4;111;Hypermarchés
CALECON/SHORTY JERSEY HOMME;27.95;E. LECLERC;Vêtements pour hommes ou garçons (SD);03.1.2.1;111;Hypermarchés
RILLETTE PORC FERMIER LR. 220G;3.7;E. LECLERC;Pâté, y compris pâté de foie;01.1.2.5.3;111;Hypermarchés
DIVERS POID VARIABLE;3.9;E. LECLERC;Courses;98.1;111;Hypermarchés
TAGLIATELLES CATALANE, 2.5KG;1.93;E. LECLERC;Macaroni, nouilles, couscous et produits similaires;01.1.1.5.0;111;Hypermarchés
SLDE DE FRUITS DE MER, 2 X 1.5KG;2.62;E. LECLERC;Plats préparés à base de viande et/ou de poisson;01.1.9.1.2;111;Hypermarchés
BON REDUCTION;-3;E. LECLERC;Réduction;98.5;111;Hypermarchés
E. MORRICONE L'ESSENTIEL D'ENNI;6.99;E.LECLERC;Médias audiovisuels (SD);09.5.2.0;111;Hypermarchés
M. LE FORESTIER ESSENTIELLES;6.99;E.LECLERC;Médias audiovisuels (SD);09.5.2.0;111;Hypermarchés
POELEE PARISIENNE D'AUCY 580G;3.2;E. LECLERC;Salades composées et plats préparés à base de légumes;01.1.9.1.3;111;Hypermarchés
LENTILLE AUVERG. 820G;2.02;E. LECLERC;Lentilles, sèches;01.1.7.6.4;111;Hypermarchés
AIL SEMOULE. 58G;1.57;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
BASILIC. 11G;1.33;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
THYM. 14G;1.57;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
OIGNON DE FRANCE. 42G;2.12;E. LECLERC;Oignons et échalotes, frais ou réfrigérés;01.1.7.4.3;111;Hypermarchés
GINGEMBRE. 29G;1.62;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
ORIGAN. 12G;1.74;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
BISCUIT MIEL/SESAME GERBLE;1.65;E. LECLERC;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
BISCUIT CHOCO/AMANDE GERBLE;1.56;E. LECLERC;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
MOELLEUX CHOCOLAT GERBLE;3.6;E. LECLERC;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
LA MOELLEUSE SS;3.23;E. LECLERC;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
EBLY BLE NAT 10MN, 500G 2 X 1.83€;3.66;E. LECLERC;Blé;01.1.1.1.1;111;Hypermarchés
FARINE FLUIDE SS GRUM 1KG, 1KG;0.85;E. LECLERC;Farine de céréales (ND);01.1.1.2;111;Hypermarchés
PETITS POIS TF 280G N. JARDIN, 28 2 X 0.88€;1.76;E. LECLERC;Pois, frais ou réfrigérés;01.1.7.3.3;111;Hypermarchés
HARICOTS VERTS EXTRA FINS, 440G;1.2;E. LECLERC;Légumes en conserve;01.1.7.9.2;111;Hypermarchés
PIGNONS DE PIN TABLIER BLANC;2.85;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
COMPOTE ALLEGEE POMME. 8 X 100G;1.89;E. LECLERC;Autres confitures, gelées de fruits, marmelades, purées et pâtes de fruits;01.1.8.3.9;111;Hypermarchés
BOULGOUR BIO BV;1.74;E. LECLERC;Autres céréales;01.1.1.1.9;111;Hypermarchés
MELANGE QUINOA/BOULGOUR BV;2.58;E. LECLERC;Autres céréales et produits de minoterie;01.1.1.9.0;111;Hypermarchés
SCHEBA DELICES DU JR VOLAILLE;2.54;E. LECLERC;Produits pour animaux domestiques et autres animaux de compagnie (ND);09.3.2.2;111;Hypermarchés
DELICE JOUR SACHFRAI POISS, 300G 2 X 2.65€;5.3;E. LECLERC;Produits alimentaires;01.1;111;Hypermarchés
BISC. PLET/FROM 60G 2 X 1.00€;2;E. LECLERC;Biscuits et gâteaux;01.1.1.3.9.3;111;Hypermarchés
BISCUITS BOEUF 60G;1.05;E. LECLERC;Produits pour animaux domestiques et autres animaux de compagnie (ND);09.3.2.2;111;Hypermarchés
SESAM 250G, 250G;2.14;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
HLE OLIV EX VIERG DELICATO, 75CL;11.54;E. LECLERC;Huile d'olive;01.1.5.1.3;111;Hypermarchés
TOURTEL MANGUE 6 X 27.5, 6 X 27.5CL;3.91;E. LECLERC;Bière (ND);02.1.3.0;111;Hypermarchés
TOURTEL TWIST ANANAS. 6 X 27.5CL;3.91;E. LECLERC;Bière (ND);02.1.3.0;111;Hypermarchés
TOURTEL TWIST, 6 X 27.5CL;3.91;E. LECLERC;Bière (ND);02.1.3.0;111;Hypermarchés
TOURTEL FRAIS/RHUBARB, 6 X 27.5CL;3.91;E. LECLERC;Bière (ND);02.1.3.0;111;Hypermarchés
SACS CONGEL MOYEN X 50 ELEMBAL;1.32;E. LECLERC;Autres biens domestiques non durables (ND);05.6.1.9;111;Hypermarchés
PAPIER CUISSON FEUILLES X 30;1.05;E. LECLERC;Autres biens domestiques non durables (ND);05.6.1.9;111;Hypermarchés
BANANE;3.18;E. LECLERC;Bananes, fraîches;01.1.6.1.2;111;Hypermarchés
PATATE DOUCE;3.55;E. LECLERC;Patates douces;01.1.7.5.2;111;Hypermarchés
TOMATE CERISE RONDE ROUGE;2.65;E. LECLERC;Tomates, fraîches ou réfrigérées;01.1.7.2.4;111;Hypermarchés
BASILIC BIO POT 0.3L;1.95;E. LECLERC;Épices, herbes culinaires et graines;01.1.9.4.0;111;Hypermarchés
BOUQUET DE MACHE, 125G;0.99;E. LECLERC;Laitue et chicorée, fraîches ou réfrigérées;01.1.7.1.4;111;Hypermarchés
MELON BLANC;2.6;E. LECLERC;Melons et autres courges, frais;01.1.6.5.3;111;Hypermarchés
PASTEQUE MINI;2.2;E. LECLERC;Pastèques, fraîches;01.1.6.5.4;111;Hypermarchés
4SVELTESSE FERME FDT CHOC, 500G;1.61;E. LECLERC;Yaourt et produits similaires;01.1.4.6.0;111;Hypermarchés
ISLOS FETA AOP CUBES, 150G;3.3;E. LECLERC;Fromage;01.1.4.5.0;111;Hypermarchés
LAIT DEMI ECREME 1L 2 X 0.99€;1.98;E. LECLERC;Lait écrémé;01.1.4.2.0;111;Hypermarchés
FROMAGE FRAIS 0 % X 8 DELISSE, 8 X 1;1.79;E. LECLERC;Fromage;01.1.4.5.0;111;Hypermarchés
DES AFH 34 % MG, 120G;1.45;E. LECLERC;Fromage;01.1.4.5.0;111;Hypermarchés
DELI LIGHT VANILLE, 8 X 125G;2.25;E. LECLERC;Desserts et boissons à base de lait;01.1.4.7.0;111;Hypermarchés
YRT FRAISE FRAMB PRO 4 X 120. 480G;2.65;E. LECLERC;Yaourt et produits similaires;01.1.4.6.0;111;Hypermarchés
ANDROS JUS POMME POIRE, 1.045L;2.77;E. LECLERC;Jus de fruits et de légumes;01.2.1.0.0;111;Hypermarchés
2FONDANT CHOCOLAT COOKI, 160G;2.95;E. LECLERC;Chocolat, cacao et produits alimentaires à base de cacao (ND);01.1.8.5;111;Hypermarchés
SUNNY DELIGHT FLORIDA. 2 X 1.25L;3.86;E. LECLERC;Jus de fruits et de légumes;01.2.1.0.0;111;Hypermarchés
PARMIGIANO REG AOP, 60G;1.83;E. LECLERC;Fromage;01.1.4.5.0;111;Hypermarchés
DES DE CHORIZO;2.48;E. LECLERC;Saucisses et produits similaires à base de viande, d'abats ou de sang;01.1.2.5.1;111;Hypermarchés
RAVIOLI CHEVRE EPINARD. 2 X 250G;3.78;E. LECLERC;Macaroni, nouilles, couscous et produits similaires;01.1.1.5.0;111;Hypermarchés
AIGUILLETTE PLET GRIL;2.2;E. LECLERC;Viande de volaille fraîche, réfrigérée ou congelée;01.1.2.2.4;111;Hypermarchés
BLANC POULET 6T, 180G 3 X 2.12€;6.36;E. LECLERC;Viande de volaille, fraîche, réfrigérée ou congelée;01.1.2.2.4;111;Hypermarchés
COQ AIL MEXICAIN SAC, 250G;2.75;E. LECLERC;Autres préparations de viande, d'abats ou de sang nca;01.1.2.5.9;111;Hypermarchés
COQ'AIL BARBECUE SAC, 250G;2.75;E. LECLERC;Autres préparations de viande, d'abats ou de sang nca;01.1.2.5.9;111;Hypermarchés
COQ AIL GRILLE SAC, 250G;2.75;E. LECLERC;Autres préparations de viande, d'abats ou de sang nca;01.1.2.5.9;111;Hypermarchés
FILET DE POULET BLANC 2 X 9.99€;19.98;E. LECLERC;Viande de volaille fraîche, réfrigérée ou congelée;01.1.2.2.4;111;Hypermarchés
BON IMMEDIAT;-9.49;E. LECLERC;Réduction;98.5;111;Hypermarchés
UNLOCK KIDS 2.1P;24.9;E. LECLERC;Autres jeux jouets et passe-temps (SD);09.2.1.2;111;Hypermarchés
TERRARIUM 2PLT POT DE 16 HT25;19.9;E. LECLERC;Plantes et fleurs;09.3.1.2.1;111;Hypermarchés
SUPER MARIO PIK 550G X 1;5.74;E. LECLERC;Autres confiseries et desserts sucrés n.c.a. (ND);01.1.8.9;111;Hypermarchés
BEURRE TRMG 60 % DX, 250G 2 X 2.05€;4.1;E. LECLERC;Beurre;01.1.5.2.1;111;Hypermarchés
CARTE BANCAIRE;37;CARREFOUR MARKET;Courses;98.1;112;Supermarchés, magasins multi-commerces
CARTE BANCAIRE;112.45;OPTIQUE MUTUALIS;Produits d'assistance pour la vision (D);06.1.3.1;233;Petite surface spécialisée dans l’équipement de la personne
RESTAURANT MARELLI FRANCE;8.07;MARELLI FRANCE;Restaurants, cafés et autres – avec service complet (S);11.1.1.1;411;Restauration classique
CHIPS LAYS ANC. VEG 155G 1 X 1.55€;1.55;ALDI;Chips;01.1.7.9.4.2;113;Magasins maxi-discompte
BROCHETTES BOEUF 4 X 85G 1 X 4.99€;4.99;ALDI;Viande de bovins fraîche réfrigérée ou congelée;01.1.2.2.1;113;Magasins maxi-discompte
EMMENTAL RAPE 200G 1 X 1.67€;1.67;ALDI;Fromage;01.1.4.5.0;113;Magasins maxi-discompte
STEAKS HACHES 15 % 4 X 100G 1 X 5.19€;5.19;ALDI;Viande de bovins fraîche réfrigérée ou congelée;01.1.2.2.1;113;Magasins maxi-discompte
ASSORT. CHARCUTERIE 250G 1 X 2.79€;2.79;ALDI;Viande, séchée, salée, en saumure ou fumée (ND);01.1.2.3;113;Magasins maxi-discompte
FICELLE PICARDE 2 X 185G 1 X 2.99€;2.99;ALDI;Sandwichs, pizzas, quiches, tourtes à la viande ou au poisson, surgelés ou non;01.1.9.1.4;113;Magasins maxi-discompte
